athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
"30,384",21,Male,american_football,DI,70,"4,200","2,024.82",241.16,52.4,19,5,1.74,31.24,29,18,5.93,6.04,28.93,83.12,234.86
"30,384",21,Male,american_football,DI,45,"2,700","2,617","1,182.33",13.99,76,3,3.49,25.61,29,10,7.64,5.6,58.16,68.14,310.96
"30,384",21,Male,american_football,DI,61,"3,660","2,433.89",446.38,6.04,46,1,2.39,26.02,44,37,7.07,5.56,39.9,69.24,283.34
"30,384",21,Male,american_football,DI,42,"2,520","2,459.29","1,082.76",53.51,68,10,3.51,28.67,22,12,8.58,6.46,58.55,76.28,316.95
"30,384",21,Male,american_football,DI,62,"3,720","2,354.73",395.74,13.14,38,1,2.28,26.9,50,30,7.64,8.4,37.98,71.57,275.02
"30,384",21,Male,american_football,DI,55,"3,300","2,423.28",192.77,4.53,28,1,2.64,25.61,84,46,7.43,5.85,44.06,68.15,331.75
"30,384",21,Male,american_football,DI,32,"1,920","1,190.92",165.08,0,13,0,2.23,24.62,14,6,5.72,7.07,37.22,65.51,130.8
"30,384",21,Male,american_football,DI,50,"3,000","2,330.02",197.89,16.22,18,1,2.8,27.31,33,6,6.71,6.19,46.6,93.91,295.97
"30,384",21,Male,american_football,DI,65,"3,900","4,564.09",0,0,0,0,4.21,21.63,18,4,9.9,7.15,70.22,74.37,228.75
"30,384",21,Male,american_football,DI,180,"10,800","4,189.59",87.91,0,8,0,1.4,24.01,25,1,5.89,3.04,23.28,82.58,399.23
"30,384",21,Male,american_football,DI,97,"5,820","3,371.01",14.18,0,3,0,2.09,20.89,14,0,5,0,34.75,71.85,260.85
"30,384",21,Male,american_football,DI,67,"4,020","2,628.48",81.45,0,12,0,2.35,21.76,47,35,6.35,8.01,39.23,74.83,268.14
"30,384",21,Male,american_football,DI,67,"4,020","5,125.25","1,471.96",0,57,0,4.59,25.11,53,8,7.03,5.81,76.5,0,827.94
"30,384",21,Male,american_football,DI,55,"3,300","2,121.82",360.65,11.03,38,2,2.31,25.52,41,24,7.14,6.1,38.58,67.91,251.26
"30,384",21,Male,american_football,DI,60,"3,600","4,277.58",0,0,0,0,4.28,19.54,46,16,8.78,5.86,71.29,77.84,281.06
"30,384",21,Male,american_football,DI,127,"7,620","9,216.92",77.79,42.64,13,6,4.35,29.08,101,33,9.55,9.88,72.57,115.82,669.11
"30,384",21,Male,american_football,DI,105,"6,300","4,834.70",315.39,24.52,21,3,2.76,28.21,48,15,7.33,9.13,46.04,97.03,567.09
"30,384",21,Male,american_football,DI,10,600,692.17,0,0,0,0,4.15,18.57,4,1,4.14,3.47,69.22,63.85,63.55
"30,384",21,Male,american_football,DI,92,"5,520","3,940.63",239.22,0,28,0,2.57,23.7,53,10,6.56,5.29,42.83,81.5,407.32
"30,384",21,Male,american_football,DI,85,"5,100","2,598.22",45.11,0,4,0,1.83,23.87,44,16,7.23,5.84,30.57,63.51,365.67
"30,384",21,Male,american_football,DI,66,"3,960","2,172.69",170.1,29.89,16,4,1.98,27.83,32,19,6.9,6.67,32.92,74.05,276.06
"30,384",21,Male,american_football,DI,77,"4,620","2,253.87",173.38,17.16,21,2,1.76,29.44,47,32,7.05,8.07,29.27,78.33,244.77
"30,384",21,Male,american_football,DI,77,"4,620","3,013.01",32.96,0,4,0,2.35,23.09,33,6,6.37,4.86,39.13,79.4,350.8
"30,384",21,Male,american_football,DI,90,"5,400","3,534.22",217.26,31.5,20,2,2.36,27.51,36,10,6.61,4.15,39.27,92.13,398.71
"30,384",21,Male,american_football,DI,82,"4,920","4,162.89",83.02,0,13,0,3.05,22.47,72,62,9.91,9.34,50.77,77.29,453
"30,384",21,Male,american_football,DI,86,"5,160","3,787.78",105.93,26.72,11,2,2.64,26.97,38,11,6.53,7.1,44.04,92.76,435.39
"30,384",21,Male,american_football,DI,124,"7,440","3,636.09",0,0,0,0,1.76,19.1,14,0,5.68,0,29.32,65.7,272.72
"30,384",21,Male,american_football,DI,127,"7,620","10,393.72",24.25,10.61,5,2,4.91,27.78,94,39,9.93,9.73,81.84,95.55,666.22
"30,384",21,Male,american_football,DI,61,"3,660","3,976.99",0,0,0,0,3.91,19.28,47,49,7.47,9.06,65.2,66.32,365.24
"30,384",21,Male,american_football,DI,97,"5,820","3,879.67",235.96,142.41,29,8,2.4,28.83,29,2,6,3.52,40,99.14,373.63
"30,384",21,Male,american_football,DI,114,"6,840","4,620.85",110.38,0,8,0,2.43,24.94,37,16,6.33,6.89,40.53,83.54,463.78
"30,384",21,Male,american_football,DI,120,"7,200","4,091.50",144.83,14.54,20,2,2.05,25.64,30,5,6.37,5.93,34.1,88.16,422.59
"30,384",21,Male,american_football,DI,66,"3,960","3,459.35",211.48,0,33,0,3.14,22.35,46,5,6.08,3.03,52.41,76.85,389.21
"30,384",21,Male,american_football,DI,66,"3,960","2,103.07",193.63,63.13,15,4,1.91,32.14,30,11,6.25,5.83,31.86,85.52,236.72
"30,384",21,Male,american_football,DI,80,"4,800","1,887.32",132.16,61.52,12,4,1.42,28.15,34,11,6.94,5.98,23.59,94.28,279.95
"30,384",21,Male,american_football,DI,105,"6,300","2,507.05",217.85,133.79,23,6,1.43,29.16,31,14,7.16,7.41,23.88,97.66,348.42
"30,384",21,Male,american_football,DI,70,"4,200","1,763.36",103.92,0,14,0,1.51,22.34,75,61,6.54,6.86,25.19,59.43,273.93
"30,384",21,Male,american_football,DI,109,"6,540","3,935.59",333.85,0,35,0,2.17,24.7,54,15,6.49,5.34,36.11,82.71,503.54
"30,384",21,Male,american_football,DI,80,"4,800","2,084.03",216.26,0,27,0,1.56,24.27,74,53,6.73,7.97,26.05,64.56,290.42
"30,384",21,Male,american_football,DI,123,"7,380","2,520.39",152.51,27.11,12,2,1.23,27.25,34,6,5.39,5.05,20.49,91.27,302.89
"30,384",21,Male,american_football,DI,74,"4,440","1,943.85",103.91,0,17,0,1.58,23.44,35,18,9.94,3.85,26.27,78.49,292.67
"30,384",21,Male,american_football,DI,73,"4,380","2,006.53",170.45,0,22,0,1.65,22.68,34,1,5.89,2.99,27.49,75.96,303.76
"30,384",21,Male,american_football,DI,108,"6,480","3,036.25",51.41,0,5,0,1.69,23.83,18,10,7.04,9.21,28.11,79.81,265.98
"30,384",21,Male,american_football,DI,91,"5,460","3,672.89",112.39,63.06,12,3,2.42,29.86,41,7,6.32,3.74,40.36,102.69,423.29
"30,384",21,Male,american_football,DI,111,"6,660","4,174.23",189.9,26.48,24,3,2.26,27.18,52,24,7.27,7.46,37.61,91.03,677.13
"30,384",21,Male,american_football,DI,95,"5,700","3,117.63",179.41,7.26,16,1,1.97,25.52,43,21,7.19,6,32.82,85.48,528.6
"30,384",21,Male,american_football,DI,85,"5,100","1,817.06",19.43,0,3,0,1.28,21.67,26,11,5.52,6.24,21.38,72.58,286.1
"30,384",21,Male,american_football,DI,94,"5,640","3,190.47",92.72,45.7,17,2,2.04,28.75,72,52,8.05,9.99,33.94,76.51,393.8
"30,392",21,Male,american_football,DI,127,"7,620","5,070.49",104.29,0,16,0,2.4,25.63,55,18,7.61,5.35,39.93,91.54,739.06
"30,392",21,Male,american_football,DI,112,"6,720","3,992.40",6.36,0,1,0,2.14,20.23,83,22,7.01,8.58,35.65,68.55,575.79
"30,392",21,Male,american_football,DI,180,"10,800","2,534.41",52.18,0,4,0,0.84,24.77,64,17,6.61,6.49,14.08,83.92,472.01
"30,392",21,Male,american_football,DI,94,"5,640","2,670.21",0,0,0,0,1.7,17.44,72,23,8.86,8.01,28.41,59.08,305.35
"30,392",21,Male,american_football,DI,85,"5,100","3,571.31",10.25,0,1,0,2.52,21.67,58,20,6.54,5.5,42.02,73.43,627.77
"30,392",21,Male,american_football,DI,95,"5,700","3,452.28",0,0,0,0,2.18,18.58,71,25,6.55,6.04,36.34,62.94,517.97
"30,392",21,Male,american_football,DI,111,"6,660","3,925.30",31.13,0,5,0,2.12,24.48,72,26,6.34,9.9,35.36,82.94,593.64
"30,392",21,Male,american_football,DI,90,"5,400","3,122.42",4.39,0,1,0,2.08,21.11,81,48,9.54,9.05,34.69,71.51,368.13
"30,392",21,Male,american_football,DI,285,"17,100","4,185.90",155.6,7.25,20,1,0.88,25.27,74,37,6.66,9.76,14.69,85.63,"1,048.72"
"30,392",21,Male,american_football,DI,80,"4,800","3,601.92",0,0,0,0,2.7,18.68,59,12,5.81,5.69,45.02,63.31,634.61
"30,392",21,Male,american_football,DI,105,"6,300","3,745.29",0,0,0,0,2.14,19.44,66,17,6.66,6.33,35.67,65.87,530.56
"30,392",21,Male,american_football,DI,180,"10,800","2,853.49",11.29,0,3,0,0.95,20.99,56,24,7.03,7.32,15.85,71.11,506.22
"30,392",21,Male,american_football,DI,70,"4,200","2,161.60",0,0,0,0,1.85,19.67,56,32,6.44,8.94,30.88,66.65,264.38
"30,392",21,Male,american_football,DI,109,"6,540","4,266.96",6.05,0,1,0,2.35,21.38,93,23,6.17,7.54,39.15,72.45,628.97
"30,392",21,Male,american_football,DI,80,"4,800","2,231.10",0,0,0,0,1.67,18.33,48,26,7.86,7.06,27.89,62.11,241.17
"30,392",21,Male,american_football,DI,123,"7,380","4,460.43",50.38,11.76,5,1,2.18,28.44,95,32,7.49,8.47,36.26,96.36,663.22
"30,392",21,Male,american_football,DI,172,"10,320","3,308.34",58.44,6.77,5,1,1.15,26.17,64,23,6.78,8.49,19.23,88.68,572.2
"30,392",21,Male,american_football,DI,74,"4,440","4,481.63",4.58,0,1,0,3.63,20.49,62,37,9.63,5.75,60.56,69.42,385.03
"30,392",21,Male,american_football,DI,73,"4,380","2,811.75",0,0,0,0,2.31,19.04,53,18,6.04,5.13,38.52,64.53,463.05
"30,392",21,Male,american_football,DI,105,"6,300","6,834.11",7.94,0,2,0,3.91,21.21,64,31,5.98,7.15,65.09,71.85,544.86
"30,392",21,Male,american_football,DI,90,"5,400","3,142.51",95.91,0,7,0,2.1,22.56,66,14,9.02,5.42,34.92,76.43,519.94
"30,392",21,Male,american_football,DI,96,"5,760","3,435.43",8.48,0,2,0,2.15,20.27,63,20,5.97,5.6,35.79,68.67,478.65
"30,392",21,Male,american_football,DI,172,"10,320","2,170.11",47.51,0,4,0,0.76,22.74,56,12,7.32,6.33,12.62,77.06,408.7
"30,392",21,Male,american_football,DI,112,"6,720","3,480.47",30.23,0,4,0,1.86,23.08,45,17,5.66,7.77,31.08,78.19,470.36
"30,392",21,Male,american_football,DI,85,"5,100","3,520.68",62.61,0,5,0,2.49,23.11,58,12,6.68,4.73,41.42,78.31,576.14
"30,392",21,Male,american_football,DI,91,"5,460","2,969.57",0,0,0,0,1.96,19.55,74,9,5.75,3.98,32.63,66.23,495.58
"30,392",21,Male,american_football,DI,80,"4,800","3,261.98",0,0,0,0,2.45,16.92,41,7,5.24,5.73,40.77,57.34,474.79
"30,392",21,Male,american_football,DI,95,"5,700","3,372.56",0,0,0,0,2.13,19.43,65,15,6.68,9.13,35.5,65.82,477.12
"30,392",21,Male,american_football,DI,108,"6,480","4,863.72",55.18,0,6,0,2.7,23.57,39,15,6.41,6.58,45.03,79.85,431.9
"30,392",21,Male,american_football,DI,105,"6,300","6,767.79",12.48,0,2,0,3.87,22.1,80,35,6.63,6.08,64.46,74.89,561.77
"30,392",21,Male,american_football,DI,91,"5,460","3,841.69",0,0,0,0,2.53,19.15,74,10,5.54,4.56,42.22,64.9,493.56
"30,392",21,Male,american_football,DI,77,"4,620","4,277.22",46.65,0,6,0,3.33,21.86,62,16,6.36,6,55.55,74.05,555.62
"30,392",21,Male,american_football,DI,90,"5,400","3,363.25",133.8,64.66,18,4,2.24,27.48,55,35,6.35,6.21,37.37,93.12,440.87
"30,392",21,Male,american_football,DI,82,"4,920","2,912.51",0,0,0,0,2.13,17.21,39,12,7.27,6.55,35.52,61.48,271.5
"30,392",21,Male,american_football,DI,184,"11,040","2,814.10",50.5,11.42,8,1,0.92,27.32,59,25,7.04,8.3,15.29,92.58,538.85
"30,392",21,Male,american_football,DI,86,"5,160","3,501.66",0,0,0,0,2.44,29.51,68,6,8.15,9.13,40.72,105.4,504.05
"30,392",21,Male,american_football,DI,124,"7,440","3,566.73",0,0,0,0,1.73,18.27,30,20,6.19,6.93,28.76,65.24,331.61
"30,392",21,Male,american_football,DI,61,"3,660","1,093.72",0,0,0,0,1.08,17.39,16,17,6.59,9.85,17.93,62.09,118.83
"30,392",21,Male,american_football,DI,114,"6,840","4,865.32",3.4,0,1,0,2.56,19.91,87,17,6.38,7.5,42.68,67.48,549.81
"30,392",21,Male,american_football,DI,145,"8,700","1,742.71",25.24,0,3,0,0.72,22.77,33,14,6.17,8.61,12.02,81.32,261.1
"30,392",21,Male,american_football,DI,65,"3,900","5,397.79",0,0,0,0,4.98,26.12,13,9,9.99,8.8,83.04,93.26,327.28
"30,392",21,Male,american_football,DI,180,"10,800","3,974.99",9.55,18.66,2,1,1.32,27.55,31,5,6.15,3.9,22.08,98.38,385.65
"30,392",21,Male,american_football,DI,97,"5,820","4,400.34",35.27,9.28,5,1,2.72,27.31,68,24,6.03,5.61,45.36,97.54,518.06
"30,392",21,Male,american_football,DI,67,"4,020","3,875.34",0,0,0,0,3.47,20.97,52,44,6.93,9.76,57.84,74.89,355.84
"30,392",21,Male,american_football,DI,10,600,475.13,0,0,0,0,2.85,16.11,5,1,4.48,3.46,47.51,57.54,55.99
"30,392",21,Male,american_football,DI,96,"5,760","3,878.71",13.86,0,2,0,2.42,21.9,49,15,5.8,4.78,40.4,78.22,441.04
"30,392",21,Male,american_football,DI,129,"7,740","5,437.71",54.47,0,8,0,2.53,21.08,63,19,6.02,4.74,42.15,75.29,669.58
"30,392",21,Male,american_football,DI,105,"6,300","4,272.72",23.56,13.81,4,1,2.44,27.38,50,17,6.95,8.49,40.69,97.79,548.64
"30,392",21,Male,american_football,DI,100,"6,000","3,399.17",58.03,0,7,0,2.04,22.61,89,12,6.73,5.9,33.99,76.6,556.49
"30,392",21,Male,american_football,DI,105,"6,300","2,746.90",0,0,0,0,1.57,18.31,81,38,7.49,6.7,26.16,62.02,314.76
"30,392",21,Male,american_football,DI,110,"6,600","3,699.66",21.92,0,3,0,2.02,23.72,74,31,6.61,7.12,33.63,80.38,554.3
"30,392",21,Male,american_football,DI,100,"6,000","3,762.42",11.71,0,2,0,2.26,21.13,74,21,6.07,7.51,37.62,71.6,518.97
"30,392",21,Male,american_football,DI,80,"4,800","3,066.72",16.06,0,2,0,2.3,21.02,50,9,5.66,4.84,38.33,71.23,443.02
"30,392",21,Male,american_football,DI,112,"6,720","4,159.22",0,0,0,0,2.23,18.22,68,8,6.57,5.94,37.14,61.72,585.61
"30,392",21,Male,american_football,DI,153,"9,180","2,417.22",31.66,5.79,5,1,0.95,26.96,50,22,6.99,7,15.8,91.36,441.31
"30,392",21,Male,american_football,DI,105,"6,300","3,270.31",0,0,0,0,1.87,17.42,49,15,6.22,5.92,31.15,59.04,401.04
"30,392",21,Male,american_football,DI,80,"4,800","2,723.72",0,0,0,0,2.04,18.99,58,28,9.06,6.41,34.05,64.35,305.84
"30,392",21,Male,american_football,DI,157,"9,420","2,348.57",15.72,6.61,2,1,0.9,25.27,52,20,7.21,9.05,14.96,85.63,455.38
"30,392",21,Male,american_football,DI,105,"6,300","3,775.96",7.67,0,2,0,2.16,22.03,65,19,7.26,7.74,35.96,74.65,528.16
"30,392",21,Male,american_football,DI,100,"6,000","3,494.04",10.33,0,1,0,2.1,20.27,52,11,6.45,5.18,34.94,68.67,473.8
"30,392",21,Male,american_football,DI,100,"6,000","3,666.97",11.24,0,2,0,2.2,20.23,67,20,6.53,7,36.67,68.55,523.15
"30,392",21,Male,american_football,DI,80,"4,800","3,383.09",0,0,0,0,2.54,15.57,48,7,5.53,4.36,42.29,52.75,449.76
"30,392",21,Male,american_football,DI,100,"6,000","3,192.98",0,0,0,0,1.92,19.47,82,56,9.76,9.22,31.93,65.98,381.63
"30,392",21,Male,american_football,DI,90,"5,400","3,201.18",8.74,0,1,0,2.13,21.79,95,59,9.27,6.93,35.57,73.83,392.25
"30,392",21,Male,american_football,DI,147,"8,820","2,363.96",63.46,17.71,7,2,0.96,28.33,48,20,8.05,6.96,16.08,96,458.01
"30,392",21,Male,american_football,DI,100,"6,000","3,302.01",0,0,0,0,1.98,18.94,94,16,7.15,5.38,33.02,64.16,485.36
"30,392",21,Male,american_football,DI,90,"5,400","1,832.23",3.83,0,1,0,1.22,20.62,52,27,6.16,6.31,20.36,69.85,231.48
"30,392",21,Male,american_football,DI,100,"6,000","2,725.18",0,0,0,0,1.64,16.93,64,39,6.92,9.77,27.25,57.38,310.32
"30,392",21,Male,american_football,DI,162,"9,720","2,071.87",17.17,0,2,0,0.77,23.11,43,18,7.16,5.77,12.79,78.31,415.98
"30,392",21,Male,american_football,DI,60,"3,600","1,652.71",313.17,8.8,29,1,1.65,26.93,36,28,6.49,5.64,27.55,91.24,207.26
"30,392",21,Male,american_football,DI,66,"3,960","1,979.05",135.23,26.82,18,3,1.8,28.29,37,14,7.31,6.3,29.99,95.85,214.94
"30,392",21,Male,american_football,DI,127,"7,620","10,261.56",6.15,0,1,0,4.85,27.09,110,34,9.73,6.86,80.8,96.75,680.04
"30,392",21,Male,american_football,DI,127,"7,620","10,079.27",12.72,0,3,0,4.76,23.15,83,24,9.9,4.84,79.36,82.66,604.98
"30,392",21,Male,american_football,DI,60,"3,600","4,638.71",0,4.04,0,1,4.64,28,40,14,6.17,5.87,77.31,121,268.72
"30,392",21,Male,american_football,DI,128,"7,680","4,659.39",69.95,0,7,0,2.18,24.46,77,20,6.31,6.98,36.4,87.35,564.83
"30,392",21,Male,american_football,DI,67,"4,020","4,189.87",710.21,0,60,0,3.75,23.14,29,0,5.55,0,62.54,0,668.35
"30,392",21,Male,american_football,DI,55,"3,300","2,151.04",354.62,11.54,41,1,2.35,26.48,49,27,7.51,9.42,39.11,89.73,256.34
"30,392",21,Male,american_football,DI,75,"4,500","6,238.43",0,0,0,0,4.99,24.31,37,10,9.56,8.96,83.18,86.8,373.23
"30,392",21,Male,american_football,DI,77,"4,620","1,798.59",0,0,0,0,1.4,18.44,51,11,6.08,4.1,23.36,62.47,176.02
"30,392",21,Male,american_football,DI,76,"4,560","2,609.15",8.63,0,1,0,2.06,21.85,43,10,5.1,5.75,34.33,74.04,363.79
"30,392",21,Male,american_football,DI,66,"3,960","1,905.95",95.45,23.21,14,3,1.73,27.41,28,7,6.6,4.19,28.88,92.87,193.23
"30,392",21,Male,american_football,DI,85,"5,100","2,608.63",0,0,0,0,1.84,16.99,77,3,5.85,3.92,30.69,57.57,398.71
"30,392",21,Male,american_football,DI,92,"5,520","4,451.71",17.27,0,3,0,2.9,21.03,53,11,6.26,7.71,48.39,75.09,518.69
"30,392",21,Male,american_football,DI,101,"6,060","4,026.60",24.07,0,3,0,2.39,22.45,30,13,6.13,5.78,39.87,80.18,345.45
"30,392",21,Male,american_football,DI,95,"5,700","6,381.17",21.7,5.52,3,1,4.03,27.54,50,18,6.79,8.3,67.17,93.3,506.46
"30,392",21,Male,american_football,DI,106,"6,360","3,888.55",12.24,0,1,0,2.2,23.65,80,27,7.3,6.01,36.68,80.14,568.32
"30,392",21,Male,american_football,DI,101,"6,060","3,767.11",21.42,11.51,3,2,2.24,25.69,40,10,6.55,4.72,37.3,91.74,446.17
"30,392",21,Male,american_football,DI,45,"2,700","1,007.92",0,0,0,0,1.34,13.5,35,16,5.81,5.08,22.4,45.76,106.83
"30,392",21,Male,american_football,DI,129,"7,740","3,901.11",0,0,0,0,1.81,19.43,65,10,6.17,4.58,30.24,69.4,498.89
"30,392",21,Male,american_football,DI,105,"6,300","2,615.62",0,0,0,0,1.49,15.92,9,4,6.39,4.24,24.91,56.86,189.15
"30,392",21,Male,american_football,DI,51,"3,060","2,236.94",663.68,69.82,45,11,2.63,26.29,31,5,9.72,5.53,43.86,89.08,254.53
"30,392",21,Male,american_football,DI,32,"1,920","1,221.11",73.63,0,14,0,2.29,21.59,15,9,7.67,5.62,38.16,73.16,140.18
"30,392",21,Male,american_football,DI,66,"3,960","1,871.34",156.84,36.86,21,3,1.7,28.23,26,9,6.58,4.19,28.35,95.67,208.35
"30,392",21,Male,american_football,DI,52,"3,120","1,880.70",197.07,0,24,0,2.17,23.28,38,25,7.23,7.68,36.17,78.88,217.89
"30,392",21,Male,american_football,DI,55,"3,300","2,055.87",78.19,0,11,0,2.24,22.99,66,29,6.26,7.06,37.38,77.9,270.22
"30,392",21,Male,american_football,DI,62,"3,720","2,487.80",335.36,6.09,41,1,2.41,26.8,56,42,7.17,5.63,40.13,90.81,324.21
"30,392",21,Male,american_football,DI,42,"2,520","2,420.69",668.28,0,70,0,3.46,23.17,27,4,8.97,4.17,57.64,78.5,255.4
"30,392",21,Male,american_football,DI,61,"3,660","2,517.36",348.06,8.32,39,1,2.48,25.81,48,33,7.42,6.25,41.27,87.46,310.59
"30,392",21,Male,american_football,DI,45,"2,700","2,649.41",742.29,0,52,0,3.53,23.46,28,2,5.74,3.28,58.88,79.48,280.98
"30,392",21,Male,american_football,DI,70,"4,200","2,081.69",114.15,34.66,15,3,1.78,28.55,22,19,5.45,6.6,29.74,96.72,234.9
"30,392",21,Male,american_football,DI,62,"3,720","2,522.66",197.43,0,25,0,2.44,23.17,51,38,6.23,7.66,40.69,78.52,292.93
"30,392",21,Male,american_football,DI,62,"3,720","1,483.38",154.69,0,15,0,1.44,25.02,28,10,8.53,5.01,23.93,84.76,173.65
"30,392",21,Male,american_football,DI,44,"2,640","1,796.51",65.54,5.3,9,1,2.45,25.29,69,26,6.72,5.81,40.83,85.69,240.03
"30,392",21,Male,american_football,DI,130,"7,800","3,224.26",44.15,0,5,0,1.49,23.94,82,29,7.11,5.58,24.8,81.1,322.81
"30,392",21,Male,american_football,DI,77,"4,620","1,986.52",4.62,0,1,0,1.55,20.33,57,23,5.84,5.57,25.8,68.89,202.54
"30,392",21,Male,american_football,DI,80,"4,800","1,839.66",0,0,0,0,1.38,19.55,58,17,5.09,9.91,23,66.25,187.16
"30,392",21,Male,american_football,DI,140,"8,400","2,972.55",6.23,0,1,0,1.27,22.21,63,21,5.9,6.75,21.23,75.25,284.34
"30,392",21,Male,american_football,DI,105,"6,300","2,375.55",0,0,0,0,1.36,17.3,53,15,6.65,4.84,22.62,58.63,218.96
"30,797",20,Male,american_football,DI-FCS,137,"8,220","1,615.36",289.57,85.59,24,6,0.71,28.57,21,3,6.46,3.51,11.79,95.12,316.98
"30,797",20,Male,american_football,DI-FCS,90,"5,400","3,034.36",137.72,0,18,0,2.02,24.21,66,79,8.86,8.73,33.72,78.56,382.88
"30,797",20,Male,american_football,DI-FCS,100,"6,000","4,549.23",220.24,8.27,26,1,2.73,27.02,117,126,9.92,9.86,45.49,87.67,600.38
"30,797",20,Male,american_football,DI-FCS,130,"7,800","5,569.07",262.59,81.06,26,6,2.57,30.03,114,108,9.75,8.47,42.84,118.62,754.35
"30,797",20,Male,american_football,DI-FCS,106,"6,360","5,133.12",411.41,29.67,43,5,2.91,28.15,107,98,8.02,7.92,48.43,93.73,590.52
"30,797",20,Male,american_football,DI-FCS,80,"4,800","1,749.20",145.82,114.9,18,9,1.31,30.82,35,49,9.76,8,21.86,102.62,256.79
"30,797",20,Male,american_football,DI-FCS,95,"5,700","1,258.69",20.34,0,4,0,0.79,20.66,40,15,5.74,5.17,13.25,0,223.95
"30,797",20,Male,american_football,DI-FCS,80,"4,800","4,708.29",61.06,0,8,0,3.53,22.05,70,51,7.1,8.03,58.85,87.09,518.14
"31,875",22,Male,association_football,DI,101,"6,060","11,132.92",314.62,96.24,34,10,6.61,30.3,83,100,5.81,8.16,110.23,105.91,"1,590.17"
"31,875",22,Male,association_football,DI,90,"5,400","6,126.29",323.46,5.14,10,1,4.08,25.3,52,28,5.66,4.67,68.07,0,787.2
"31,875",22,Male,association_football,DI,75,"4,500","4,464.39",17.29,0,2,0,3.57,21.34,62,46,5.99,7.55,59.53,84.35,604.38
"31,875",22,Male,association_football,DI,104,"6,240","10,571.29",342.47,71.3,32,6,6.1,29.24,86,103,5.71,6.68,101.65,92.97,"1,563.05"
"31,875",22,Male,association_football,DI,106,"6,360","10,083.78",272.33,107,25,7,5.71,28.61,81,79,5.67,7.49,95.13,113.11,"1,504.51"
"31,875",22,Male,association_football,DI,111,"6,660","11,595.08",219,17.98,20,1,6.27,28.42,85,88,5.4,6.72,104.46,99.32,"1,697.55"
"31,875",22,Male,association_football,DI,101,"6,060","11,239.93",404.09,126.38,41,7,6.68,29.26,94,101,6.14,8.5,111.29,96.56,"1,648"
"31,875",22,Male,association_football,DI,71,"4,260","4,498.79",50.5,0,7,0,3.8,23.1,50,50,6.2,7.35,63.36,76.23,788.5
"31,875",22,Male,association_football,DI,74,"4,440","5,898.75",310.39,28.71,28,4,4.78,26.13,83,77,7.74,7,79.71,83.06,"1,005.20"
"31,875",22,Male,association_football,DI,95,"5,700","6,206.25",99.14,0,13,0,3.92,23.19,72,65,6.27,7.17,65.33,73.72,951.39
"31,875",22,Male,association_football,DI,79,"4,740","5,740.15",175.05,0,10,0,4.36,23.89,51,54,5.9,7.03,72.66,75.95,904.18
"31,875",22,Male,association_football,DI,53,"3,180","2,754.04",0,0,0,0,3.12,14.77,20,14,4.9,5.22,51.96,46.96,384.59
"31,875",22,Male,association_football,DI,105,"6,300","11,794.86",553.59,145.55,54,9,6.74,29.7,80,111,5.63,7.86,112.33,94.41,"1,768.86"
"31,875",22,Male,association_football,DI,84,"5,040","3,799.11",14.08,0,1,0,2.71,23.63,31,23,5.88,6.86,45.23,75.14,553.96
"31,875",22,Male,association_football,DI,75,"4,500","5,855.19",62.27,0,8,0,4.68,22.37,64,56,5.38,7.76,78.07,71.13,997.19
"31,875",22,Male,association_football,DI,66,"3,960","3,343.10",45.45,9.23,6,2,3.04,25.27,53,46,5.27,6.65,50.65,80.34,526.53
"31,875",22,Male,association_football,DI,25,"1,500","2,795.62",94.64,31.85,10,2,6.71,30.21,25,28,5.54,8.1,111.82,96.06,440.97
"31,875",22,Male,association_football,DI,80,"4,800","4,350.11",7.99,0,1,0,3.26,21.21,44,33,5.12,5.39,54.38,67.44,679.32
"31,875",22,Male,association_football,DI,74,"4,440","6,557.26",343.53,20.96,19,2,5.32,26,57,65,5.9,6.63,88.61,82.67,"1,239.76"
"31,875",22,Male,association_football,DI,85,"5,100","5,937",170.52,34.19,14,2,4.19,27.41,59,66,6.08,5.83,69.85,87.15,847.1
"31,875",22,Male,association_football,DI,155,"9,300","9,481.95",45.3,0,5,0,3.67,22.11,61,53,6.3,7.08,61.17,70.29,830.49
