athlete_number,athlete_relative_age,athlete_gender_marker,athlete_sport,club_division,active_minutes,contributing_seconds,total_distance_m,total_high_intensity_distance_m,total_sprint_distance_m,high_intensity_events,sprint_events,avg_speed_kph,max_speed_kph,acceleration_events,deceleration_events,max_acceleration,max_deceleration,metres_per_minute,percentage_max_speed_kph,session_load
"45,578",18,Male,association_football,DI,95,"5,700","3,717.50",0,0,0,0,2.35,17.23,39,16,5.86,7.35,39.13,64.69,312.15
"45,578",18,Male,association_football,DI,95,"5,700","4,089.48",0,0,0,0,2.58,14.93,48,22,7.37,6.35,43.05,56.08,350.42
"45,578",18,Male,association_football,DI,105,"6,300","4,688.33",0,0,0,0,2.68,19.02,28,18,6.45,5.51,44.65,71.43,400.07
"45,578",18,Male,association_football,DI,100,"6,000","3,895.19",0,0,0,0,2.34,15.41,14,9,4.55,5.49,38.95,57.86,463.5
"45,655",18,Female,association_football,DI,85,"5,100","2,462.27",0,0,0,0,1.74,12.98,14,10,6.17,5.49,28.97,31.73,205.91
"45,655",18,Female,association_football,DI,90,"5,400",752.82,0,0,0,0,0.5,16.39,2,1,3.55,3.15,8.36,40.06,33.15
"45,655",18,Female,association_football,DI,120,"7,200","5,918.27",312.39,"3,628.75",41,88,2.96,40.91,9,5,5.3,3.52,49.32,100.48,902.45
"45,655",18,Female,association_football,DI,120,"7,200","2,761.72",204.68,"1,822.54",25,37,1.38,40.71,3,4,2.95,3.16,23.01,99.52,461.96
"45,655",18,Female,association_football,DI,120,"7,200","3,317.61",8.5,0,1,0,1.66,19.85,10,11,6.89,4.46,27.65,48.53,273.93
"45,655",18,Female,association_football,DI,90,"5,400",762.19,0,0,0,0,0.51,13.24,2,1,3.92,2.99,8.47,32.36,67.42
"45,655",18,Female,association_football,DI,120,"7,200",438.37,0,0,0,0,0.22,7.11,0,0,0,0,3.65,17.38,31.83
"45,655",18,Female,association_football,DI,120,"7,200","3,271.55",14.6,5.05,2,1,1.64,25.22,25,14,9.71,5.5,27.26,61.65,312.3
"45,655",18,Female,association_football,DI,120,"7,200","4,894.41",36.95,49.3,4,2,2.45,25.24,85,30,6.13,6.65,40.79,61.7,490.69
"45,655",18,Female,association_football,DI,120,"7,200","5,029.98",168.65,"1,314.13",14,46,2.51,42.35,25,6,5.94,3.69,41.92,103.52,506.68
"45,655",18,Female,association_football,DI,120,"7,200","5,112.02",12.85,4.37,1,1,2.56,23.34,37,22,6.24,7.44,42.6,57.05,467.56
"45,655",18,Female,association_football,DI,120,"7,200","2,975.61",15.56,8.44,3,1,1.49,23.38,36,13,7.1,6.9,24.8,57.15,265.4
"45,655",18,Female,association_football,DI,90,"5,400","3,128.81",0,0,0,0,2.09,12.77,33,13,6.58,6.07,34.76,31.22,266.07
"45,655",18,Female,association_football,DI,150,"9,000","2,209.20",0,0,0,0,0.88,17.16,14,2,6.55,4.78,14.73,41.94,191.84
"45,655",18,Female,association_football,DI,120,"7,200","4,453.50",9.5,0,1,0,2.23,19.99,40,19,7.19,6.19,37.11,48.86,417.05
"45,655",18,Female,association_football,DI,120,"7,200","3,946.75",0,0,0,0,1.97,19,19,19,5.55,6.48,32.89,46.45,329.35
"45,655",18,Female,association_football,DI,120,"7,200","4,133.12",4.26,0,1,0,2.07,19.43,23,14,5.62,5.02,34.44,47.49,349.09
"45,655",18,Female,association_football,DI,90,"5,400","2,128.54",9.6,0,1,0,1.42,19.78,22,14,5.65,5.65,23.65,48.35,194.74
"45,655",18,Female,association_football,DI,120,"7,200",447.31,0,0,0,0,0.22,8.61,1,0,3.72,0,3.73,21.05,40.31
"45,655",18,Female,association_football,DI,120,"7,200","3,609.76",13.13,0,1,0,1.8,19.75,15,5,5.91,6.62,30.08,48.29,286.67
"45,655",18,Female,association_football,DI,120,"7,200","2,786.56",13.42,0,1,0,1.39,20.56,28,5,6.66,5.89,23.22,50.25,242.2
"45,655",18,Female,association_football,DI,120,"7,200","4,572.06",60.12,51.5,6,2,2.29,25.28,35,8,6.04,5.59,38.1,61.8,392.65
"45,655",18,Female,association_football,DI,90,"5,400","3,202.59",7.47,0,1,0,2.14,20.83,33,9,5.77,4.86,35.58,50.91,281.16
"45,655",18,Female,association_football,DI,95,"5,700",271.63,0,0,0,0,0.17,12.5,1,0,3.28,0,2.86,30.55,21.24
"45,655",18,Female,association_football,DI,90,"5,400","2,899.17",0,0,0,0,1.93,14.57,14,18,4.97,4.7,32.21,35.62,242.24
"45,655",18,Female,association_football,DI,95,"5,700",756.84,0,0,0,0,0.48,11.33,2,0,3.29,0,7.97,27.7,24.88
"45,655",18,Female,association_football,DI,90,"5,400","3,379.39",10.51,0,1,0,2.25,20.47,18,6,5.33,4.04,37.55,50.03,255.81
"45,655",18,Female,association_football,DI,90,"5,400","2,234.22",6,0,1,0,1.49,19.73,11,6,5.97,4.53,24.82,48.23,188.66
"45,655",18,Female,association_football,DI,120,"7,200",454.26,0,0,0,0,0.23,8.89,1,0,3.58,0,3.79,21.73,39.8
"45,655",18,Female,association_football,DI,90,"5,400",551.49,0,0,0,0,0.37,16.06,1,1,3.78,3.22,6.13,39.27,43.83
"45,655",18,Female,association_football,DI,90,"5,400","2,207.56",14.2,0,1,0,1.47,20.91,20,3,6.14,3.96,24.53,51.12,234.13
"45,655",18,Female,association_football,DI,90,"5,400","2,891.55",0,0,0,0,1.93,18.13,24,12,6.39,7.42,32.13,44.32,236.89
"45,655",18,Female,association_football,DI,90,"5,400","3,240.22",51.62,73.58,8,3,2.16,24.8,37,14,6.66,6.07,36,60.64,290.09
"45,655",18,Female,association_football,DI,120,"7,200",479.41,0,0,0,0,0.24,8.63,0,0,0,0,4,21.1,22.43
"45,655",18,Female,association_football,DI,90,"5,400","3,499.27",50.06,81.67,6,3,2.33,24.83,26,13,6.28,5.5,38.88,60.71,293.94
"45,655",18,Female,association_football,DI,90,"5,400","2,195.47",0,0,0,0,1.46,17.59,13,11,6.61,4.93,24.39,41.55,256.89
"45,655",18,Female,association_football,DI,90,"5,400",654.13,0,0,0,0,0.44,11.52,2,5,3.56,3.65,7.27,27.2,78.9
"45,655",18,Female,association_football,DI,120,"7,200",298.02,0,0,0,0,0.15,10.44,0,1,0,3.43,2.48,24.65,32.97
"45,655",18,Female,association_football,DI,90,"5,400","1,277.53",13.11,0,1,0,0.85,20.77,12,5,5.19,4.03,14.19,49.05,175.15
"45,655",18,Female,association_football,DI,120,"7,200",211.39,0,0,0,0,0.11,6.37,0,0,0,0,1.76,15.05,24.49
"45,655",18,Female,association_football,DI,120,"7,200",201.45,0,0,0,0,0.1,7.49,1,0,3.63,0,1.68,17.68,25.16
"45,655",18,Female,association_football,DI,120,"7,200","2,933.38",12.18,0,1,0,1.47,20.81,33,13,6.24,6.81,24.44,49.14,360.53
"45,655",18,Female,association_football,DI,120,"7,200",322.78,0,0,0,0,0.16,8.86,0,0,0,0,2.69,20.91,37.82
"45,655",18,Female,association_football,DI,90,"5,400","2,005.03",0,0,0,0,1.34,13.75,12,8,6.23,5.28,22.28,32.47,245.73
"45,655",18,Female,association_football,DI,90,"5,400","1,138.44",0,0,0,0,0.76,12.32,6,3,4.2,3.62,12.65,29.09,99.3
"45,655",18,Female,association_football,DI,90,"5,400",471.4,12.31,0,1,0,0.31,21.97,1,0,4.02,0,5.24,51.87,46.46
"45,655",18,Female,association_football,DI,120,"7,200","4,126.37",0,0,0,0,2.06,17.49,54,15,5.95,4.01,34.39,41.31,380.21
"45,655",18,Female,association_football,DI,120,"7,200","2,601.02",0,0,0,0,1.3,14.1,30,6,6.17,5.73,21.68,33.29,248.86
"45,907",20,Female,association_football,DI,60,"3,600","2,615.37",0,0,0,0,2.62,18.75,35,21,5.43,5.89,43.59,68.49,396.39
"45,907",20,Female,association_football,DI,105,"6,300","5,044.53",104.75,4.53,14,1,2.88,23.1,31,35,4.96,5.63,48.04,86.49,587.05
"45,907",20,Female,association_football,DI,110,"6,600","2,971.15",21.43,4.96,3,1,1.62,24.57,34,31,6.2,6.41,27.01,60.51,347.64
"45,907",20,Female,association_football,DI,90,"5,400","3,077.74",45.05,54.6,5,4,2.05,27.01,13,27,4.88,5.75,34.2,66.52,564.5
"45,907",20,Female,association_football,DI,110,"6,600",212.86,0,0,0,0,0.12,13.28,1,0,5.61,0,1.94,32.7,18.3
"45,907",20,Female,association_football,DI,90,"5,400","3,764.82",57.64,8.82,10,2,2.51,23.79,31,36,8.59,7.79,41.83,58.58,630.3
"45,907",20,Female,association_football,DI,100,"6,000","4,421.81",18.18,13.04,2,1,2.65,24.2,23,24,6.13,4.98,44.22,90.62,532.06
"45,907",20,Female,association_football,DI,116,"6,960","6,622.22",69.5,17.02,12,3,3.43,24.94,25,35,5.73,7.71,57.09,61.4,950.57
"45,907",20,Female,association_football,DI,99,"5,940","3,712.40",64.04,8.15,7,1,2.25,23.21,23,18,4.45,5.41,37.5,57.41,394.37
"45,907",20,Female,association_football,DI,91,"5,460","3,814.28",104.77,7.24,7,1,2.51,24.07,15,26,5.22,5.56,41.92,59.27,834.67
"45,907",20,Female,association_football,DI,80,"4,800",983.88,0,0,0,0,0.74,18.47,9,10,9.91,8.01,12.3,45.49,153.41
"45,907",20,Female,association_football,DI,60,"3,600","1,842.37",0,0,0,0,1.84,18.34,6,2,3.98,4.43,30.71,45.15,205.14
"45,907",20,Female,association_football,DI,90,"5,400","1,396.03",27.81,39.27,4,3,0.93,26.27,6,13,4.42,6.35,15.51,64.69,221.7
"45,907",20,Female,association_football,DI,120,"7,200","6,387.49",155.28,47.13,13,3,3.19,26.57,23,18,6,5.57,53.23,65.44,870.46
"45,907",20,Female,association_football,DI,123,"7,380","8,239.25",184.12,20.18,19,3,4.02,23.21,37,49,5.36,7.44,66.99,0,"1,349.46"
"45,907",20,Female,association_football,DI,105,"6,300","3,443.38",80.92,4.14,9,1,1.97,22.79,28,23,5.74,6.26,32.79,98.16,439.82
"45,907",20,Female,association_football,DI,75,"4,500",821.13,0,0,0,0,0.66,13.34,2,1,3.75,4.06,10.95,57.48,87.39
"45,907",20,Female,association_football,DI,78,"4,680","4,495.77",24.22,0,4,0,3.46,20.37,33,28,5.05,5.59,57.64,87.73,715.35
"45,907",20,Female,association_football,DI,100,"6,000","2,103.03",6.93,0,2,0,1.26,20.09,11,16,4.47,4.5,21.03,49.47,318.02
"45,907",20,Female,association_football,DI,110,"6,600","4,302.54",99.04,138.86,11,5,2.35,26.71,26,33,6.28,5.6,39.11,115.05,555.44
"45,907",20,Female,association_football,DI,105,"6,300","3,089.58",72.62,33.33,10,4,1.77,24.36,21,23,4.26,5.98,29.42,91.21,352.35
"45,907",20,Female,association_football,DI,120,"7,200","5,620.26",52.28,15.79,7,1,2.81,25.3,21,27,4.6,4.7,46.84,94.73,853.39
"45,907",20,Female,association_football,DI,90,"5,400","3,068.98",51.13,0,7,0,2.05,22.88,16,20,5.06,5.1,34.1,56.34,553.08
"45,907",20,Female,association_football,DI,104,"6,240","6,987.87",212.98,157.39,20,11,4.03,26.76,30,40,5.16,6.37,67.19,65.91,"1,283.41"
"45,907",20,Female,association_football,DI,100,"6,000","3,346.12",14.78,31.68,3,4,2.01,23.43,24,26,5.58,9.53,33.46,57.69,454.04
"45,907",20,Female,association_football,DI,70,"4,200","1,581.64",0,0,0,0,1.36,14.96,2,1,4.82,3.09,22.59,36.85,162.36
"45,907",20,Female,association_football,DI,95,"5,700","3,658.75",34.66,0,4,0,2.31,20.98,23,25,5.5,5.4,38.51,77.67,488.48
"45,907",20,Female,association_football,DI,77,"4,620",503.49,0,0,0,0,0.39,18.34,2,1,3.45,3.02,6.54,67.88,66.31
"45,907",20,Female,association_football,DI,100,"6,000","1,496.88",46.16,34.84,7,2,0.9,25.12,5,13,5.16,5.67,14.97,61.86,252.45
"45,907",20,Female,association_football,DI,105,"6,300","8,430.43",186.21,123.4,26,9,4.82,26.15,31,56,4.91,6.49,80.29,64.4,"1,433.04"
"45,907",20,Female,association_football,DI,110,"6,600",577.65,0,0,0,0,0.32,15.99,0,0,0,0,5.25,39.37,84.06
"45,907",20,Female,association_football,DI,100,"6,000","6,473.45",175.12,27.14,18,6,3.88,23.87,27,38,5.31,6.84,64.73,58.77,981.68
"45,907",20,Female,association_football,DI,90,"5,400","3,705.01",53.38,9.96,8,1,2.47,23.44,18,21,5.12,4.81,41.17,57.71,545.24
"45,907",20,Female,association_football,DI,92,"5,520","2,395.61",40.42,25.83,4,1,1.56,25.88,13,16,5.4,6.24,26.04,63.72,459.41
"45,907",20,Female,association_football,DI,90,"5,400",826.76,48.8,25.11,3,2,0.55,24.58,5,4,4.11,3.49,9.19,60.52,155.4
"45,907",20,Female,association_football,DI,70,"4,200","2,911.20",13.14,0,2,0,2.5,22.28,17,31,5.18,6.66,41.59,54.87,350.84
"45,907",20,Female,association_football,DI,90,"5,400","1,834.99",55.82,32.14,8,2,1.22,24.75,14,16,5.6,5.71,20.39,60.95,259.37
"45,907",20,Female,association_football,DI,90,"5,400","3,633.74",73.48,13.43,9,2,2.42,23.27,44,26,5.19,5.69,40.37,57.31,482.79
"45,907",20,Female,association_football,DI,90,"5,400","5,243.71",84.93,0,12,0,3.5,21.63,39,61,4.95,6.77,58.26,53.25,777.84
"45,907",20,Female,association_football,DI,90,"5,400","3,991.17",79.02,0,8,0,2.66,22.02,26,38,5.3,5.17,44.35,54.23,658.19
"45,907",20,Female,association_football,DI,90,"5,400","4,731.71",171.47,82.78,19,7,3.15,26.58,23,43,5.76,7.19,52.57,65.46,721.64
"45,907",20,Female,association_football,DI,73,"4,380","2,552.20",0,0,0,0,2.1,17.4,26,25,4.25,6.43,34.96,63.57,332.34
"45,907",20,Female,association_football,DI,76,"4,560","2,692.08",0,0,0,0,2.13,17.74,16,18,5.25,5.62,35.42,43.69,275.82
"45,907",20,Female,association_football,DI,90,"5,400","5,191.67",34.68,9.08,7,1,3.46,23.08,51,53,5.09,5.35,57.69,56.84,747.34
"45,907",20,Female,association_football,DI,90,"5,400","2,375.81",6.25,0,1,0,1.58,19.7,20,14,5.42,5.44,26.4,48.51,248.3
"45,907",20,Female,association_football,DI,60,"3,600","1,560.89",26.17,11.67,3,1,1.56,24.62,14,12,5.59,5.71,26.01,60.63,160.77
"45,907",20,Female,association_football,DI,60,"3,600","3,285.99",74.26,45.25,10,6,3.29,25.15,41,53,7.07,7.76,54.77,61.93,584.07
"45,907",20,Female,association_football,DI,80,"4,800","4,603.20",99.93,0,12,0,3.45,23.04,39,22,6.17,5.98,57.54,85.29,698.37
"45,907",20,Female,association_football,DI,23,"1,380","1,611.87",165.91,113.77,12,5,4.2,27.37,13,11,5.34,3.8,70.08,101.32,309.22
"45,907",20,Female,association_football,DI,28,"1,680","1,858.45",0,0,0,0,3.98,17.07,15,17,6.87,5.97,66.37,63.19,342.29
"45,907",20,Female,association_football,DI,60,"3,600","1,561.64",34.34,0,3,0,1.56,23.94,34,21,5.79,6.3,26.03,87.47,165.82
"45,907",20,Female,association_football,DI,90,"5,400","3,451.07",6.79,0,1,0,2.3,22.31,33,30,4.94,5.79,38.35,81.51,419.82
"45,907",20,Female,association_football,DI,100,"6,000","4,453.15",35.55,0,4,0,2.67,22.16,29,29,5.37,5.78,44.53,80.95,577.83
"45,907",20,Female,association_football,DI,40,"2,400","1,711.35",215.01,26.88,18,4,2.57,25.05,33,19,6.13,5.47,42.78,91.5,257.87
"45,907",20,Female,association_football,DI,101,"6,060","5,254.02",15.79,0,3,0,3.12,21.58,49,46,5.23,6.04,52.02,78.84,656.61
"45,907",20,Female,association_football,DI,74,"4,440","2,717.91",0,0,0,0,2.2,14.65,33,15,4.98,6.54,36.73,53.53,354.43
"45,951",22,Male,association_football,DI,90,"5,400","5,353.42",120.31,0,12,0,3.57,24.63,36,22,5.29,4.82,59.48,57.82,642.94
"45,951",22,Male,association_football,DI,80,"4,800","5,284.44",92.52,54.01,12,3,3.96,28.72,53,45,5.28,5.82,66.06,91.7,646.6
"45,951",22,Male,association_football,DI,103,"6,180","10,534.36",497.96,131.6,49,9,6.14,30.08,84,97,5.61,6.55,102.28,96.06,"1,648.58"
"45,951",22,Male,association_football,DI,97,"5,820","8,339.76",274.93,117.32,34,8,5.16,31.32,61,66,5.76,6.87,85.98,104.1,"1,216.91"
"45,951",22,Male,association_football,DI,110,"6,600","11,971.28",702.63,106.52,70,11,6.53,28.77,73,93,6.33,8.95,108.83,91.88,"1,795.29"
"45,951",22,Male,association_football,DI,71,"4,260","1,618.66",17.43,0,2,0,1.37,22.52,25,11,5.15,5.86,22.8,71.91,184.72
"45,951",22,Male,association_football,DI,94,"5,640","4,716.77",45.45,0,4,0,3.01,23.39,42,27,5.58,7.7,50.18,54.92,547.63
"45,951",22,Male,association_football,DI,80,"4,800","4,678.67",102.76,17.33,11,3,3.51,26.14,41,34,5.99,6,58.48,83.45,571.78
"45,951",22,Male,association_football,DI,75,"4,500","4,305.10",115.86,11.97,12,1,3.44,25.78,43,34,5.24,7.66,57.4,85.69,545.83
"45,951",22,Male,association_football,DI,139,"8,340","9,465.38",345.51,45.91,35,4,4.09,28.24,81,94,6.09,8.26,68.1,93.87,"1,486.36"
"45,951",22,Male,association_football,DI,60,"3,600","3,164.20",47.65,0,6,0,3.16,24.2,31,35,5.29,6.64,52.74,80.44,378.44
"45,951",22,Male,association_football,DI,108,"6,480","4,904.69",3.46,0,1,0,2.72,19.99,36,34,5.7,6.04,45.41,66.47,431.23
"45,951",22,Male,association_football,DI,130,"7,800","8,027.51",257.24,83.18,25,6,3.71,28.69,63,47,5.17,8.54,61.75,95.37,948.52
"45,951",22,Male,association_football,DI,120,"7,200","6,772.73",194.42,21.82,20,3,3.39,25.37,77,63,5.6,6.63,56.44,84.35,824.34
"45,951",22,Male,association_football,DI,95,"5,700","7,285.51",311.67,107.85,32,11,4.6,30.08,49,72,6.39,9.26,76.69,103.23,"1,143.15"
"45,951",22,Male,association_football,DI,111,"6,660","7,715.58",146.95,22.91,17,2,4.17,27.69,94,67,5.73,7.33,69.51,0,"1,014.83"
"45,951",22,Male,association_football,DI,113,"6,780","6,232.80",260.76,42.61,29,3,3.31,27.94,30,53,5.06,6.52,55.16,65.23,"1,074.60"
"45,951",22,Male,association_football,DI,90,"5,400","4,549.64",142.16,107.31,16,6,3.03,30.31,62,55,6.35,9.32,50.55,71.16,438.43
"45,951",22,Male,association_football,DI,90,"5,400","4,259.61",41.37,0,6,0,2.84,23.09,86,58,7.08,9.05,47.33,54.21,433.64
"45,951",22,Male,association_football,DI,90,"5,400","5,756.22",393.73,124.29,41,13,3.84,31.83,73,65,7.33,7.47,63.96,74.72,694.35
"45,951",22,Male,association_football,DI,80,"4,800","5,019.23",44.29,0,7,0,3.76,22.46,70,57,8.59,7.3,62.74,52.72,475.76
"45,951",22,Male,association_football,DI,90,"5,400","4,909.32",64.19,18.39,9,2,3.27,26.1,75,73,8.88,8.94,54.55,61.27,522.72
"45,951",22,Male,association_football,DI,85,"5,100","5,857.89",158.51,13.31,16,2,4.13,26.55,94,63,8.62,9.29,68.92,62.34,595.65
"45,951",22,Male,association_football,DI,101,"6,060","3,978.32",94.01,36.74,13,4,2.36,28.92,42,52,6.28,9.61,39.39,67.89,466.96
"45,951",22,Male,association_football,DI,92,"5,520","5,467.63",40.06,0,5,0,3.57,24.1,78,93,9.38,9.33,59.43,56.57,612.46
"45,951",22,Male,association_football,DI,92,"5,520","5,104.82",182.35,12.68,19,1,3.33,27.11,73,62,7.12,6.78,55.49,63.65,536.94
"45,951",22,Male,association_football,DI,297,"17,820","17,248.71",753.99,"1,528.08",53,28,3.48,42.6,116,93,7.26,9.33,58.08,99.45,"1,833.63"
"45,951",22,Male,association_football,DI,304,"18,240","18,474.54",557.58,132.33,57,10,3.65,29.39,100,107,5.68,7.47,60.77,68.62,"2,210.18"
"45,951",22,Male,association_football,DI,105,"6,300","6,150.64",28.01,6.49,2,1,3.51,25.46,46,25,5.18,5.92,58.58,59.78,722.95
"45,951",22,Male,association_football,DI,95,"5,700","7,082.29",132.81,29.82,17,2,4.47,30.31,55,43,6.27,6.87,74.55,71.15,978.25
"45,951",22,Male,association_football,DI,85,"5,100","5,656.50",102.54,26.8,11,3,3.99,27.09,53,34,5.92,6.4,66.55,63.61,701.13
"45,951",22,Male,association_football,DI,106,"6,360","2,112.58",0,0,0,0,1.2,19.08,30,22,9.69,9.25,19.93,44.78,212.56
"45,951",22,Male,association_football,DI,111,"6,660","9,175.85",351.11,40.41,36,5,4.96,28.84,65,73,5.9,6.98,82.67,90.99,"1,560.59"
"45,951",22,Male,association_football,DI,111,"6,660","10,942.22",319.45,100.25,36,8,5.91,29.52,77,88,6.83,6.6,98.58,93.14,"1,741.44"
"45,951",22,Male,association_football,DI,110,"6,600","5,171.88",219.71,74.51,23,7,2.82,29.61,40,48,5.84,8.09,47.02,93.41,862.08
"45,951",22,Male,association_football,DI,105,"6,300","10,990.20",429.18,176.99,46,11,6.28,31.69,89,84,5.77,7.23,104.67,101.2,"1,447.02"
"45,951",22,Male,association_football,DI,110,"6,600","5,591.91",204.1,6.91,18,1,3.05,25.98,51,48,5.78,5.64,50.84,82.94,846.11
"45,951",22,Male,association_football,DI,120,"7,200","6,915.89",163.51,22.52,16,2,3.46,26.84,61,45,5.6,6.05,57.63,85.69,884.34
"45,951",22,Male,association_football,DI,105,"6,300","6,162.94",84.65,0,7,0,3.52,25.01,44,51,6.24,6.53,58.69,79.87,783.78
"45,951",22,Male,association_football,DI,109,"6,540","11,350.84",493.51,142.71,53,12,6.25,30.18,87,99,6.71,8.43,104.14,96.36,"1,616.28"
"45,951",22,Male,association_football,DI,105,"6,300","11,595.01",461.18,167.28,43,10,6.63,30.61,71,103,5.81,8.21,110.43,97.75,"1,749.50"
"45,951",22,Male,association_football,DI,96,"5,760","10,347.71",377.15,85.2,43,8,6.47,29.06,73,82,7.2,6.36,107.79,92.78,"1,514.92"
"45,951",22,Male,association_football,DI,51,"3,060","3,362.47",0,0,0,0,3.96,19.15,42,32,6.84,8.07,65.93,61.15,365.27
"45,951",22,Male,association_football,DI,111,"6,660","9,724.22",555.09,41.26,49,4,5.26,26.99,70,72,5.59,7.32,87.61,86.17,"1,380.38"
"45,951",22,Male,association_football,DI,99,"5,940","6,369.68",344.97,51.51,39,7,3.86,29.41,42,50,5.85,5.76,64.34,93.91,983.94
"45,951",22,Male,association_football,DI,81,"4,860","4,458.17",36.5,0,4,0,3.3,21.63,29,16,5.62,5.29,55.04,50.77,507.84
"45,951",22,Male,association_football,DI,83,"4,980","6,901.96",218.51,82.26,20,4,4.99,29.14,56,52,5.95,5.63,83.16,105.21,944.87
"45,951",22,Male,association_football,DI,60,"3,600","1,844.33",0,0,0,0,1.84,11.08,4,0,4.06,0,30.74,26.02,73.23
"45,951",22,Male,association_football,DI,103,"6,180","2,087.74",0,0,0,0,1.22,6.9,0,0,0,0,20.27,16.19,65
"45,951",22,Male,association_football,DI,115,"6,900","5,152.76",76.58,0,16,0,2.69,22.25,97,72,5.97,8,44.81,52.23,526.53
"47,019",20,Female,association_football,DI,80,"4,800","3,224.85",39.27,25.38,5,2,2.42,25.46,29,18,5.36,5.02,40.31,62.72,388.53
"47,019",20,Female,association_football,DI,74,"4,440","2,531.65",0,0,0,0,2.05,13.69,33,11,7.84,5.22,34.21,53.71,378.91
"47,019",20,Female,association_football,DI,90,"5,400","1,909.70",0,0,0,0,1.27,16.8,9,5,4.54,3.79,21.22,65.92,154.12
"47,019",20,Female,association_football,DI,60,"3,600","1,785.12",10.29,0,2,0,1.79,22.25,28,14,6.67,5.54,29.75,87.32,230.11
"47,019",20,Female,association_football,DI,60,"3,600","2,318.49",0,0,0,0,2.32,18.37,32,17,4.56,4.72,38.64,72.09,260.06
"47,019",20,Female,association_football,DI,28,"1,680",318.92,0,0,0,0,0.68,5.7,0,0,0,0,11.39,22.36,22.72
"47,019",20,Female,association_football,DI,23,"1,380","1,463.15",150.29,129.34,11,7,3.82,24.82,13,0,4.48,0,63.62,97.39,261.43
"47,019",20,Female,association_football,DI,80,"4,800","4,508.73",104.4,0,14,0,3.38,21.41,36,21,5.76,6.02,56.36,84.01,596.08
"47,019",20,Female,association_football,DI,60,"3,600","2,438.61",51.56,0,9,0,2.44,22.36,36,21,5.66,5.31,40.64,52.6,300.4
"47,019",20,Female,association_football,DI,60,"3,600","1,492.05",13.38,0,2,0,1.49,20.18,14,10,5.22,6.48,24.87,47.47,164.55
"47,019",20,Female,association_football,DI,70,"4,200","2,316.30",3.71,0,1,0,1.99,19.73,8,10,4.41,3.94,33.09,77.42,210.63
"47,019",20,Female,association_football,DI,90,"5,400","2,185.91",8.61,0,1,0,1.46,20.52,11,11,4.24,4.42,24.29,50.42,244.78
"47,019",20,Female,association_football,DI,90,"5,400","3,786.12",24.9,7.49,3,1,2.52,22.88,20,12,4.51,4.91,42.07,53.83,451.08
"47,019",20,Female,association_football,DI,76,"4,560","2,526.43",0,0,0,0,1.99,13.41,6,10,4.23,5.56,33.24,31.55,357.62
"47,019",20,Female,association_football,DI,90,"5,400",178.83,0,0,0,0,0.12,7.21,0,0,0,0,1.99,16.97,13.95
"47,019",20,Female,association_football,DI,90,"5,400","2,960.79",49.4,0,5,0,1.97,22.02,19,15,4.39,5.97,32.9,51.8,450.44
"47,019",20,Female,association_football,DI,90,"5,400","4,166.43",38.2,4.53,5,1,2.78,22.55,16,12,4.05,5.06,46.29,55.4,517.3
"47,019",20,Female,association_football,DI,90,"5,400","3,466.84",14.29,0,3,0,2.31,20.44,37,37,4.56,5.31,38.52,48.09,479.78
"47,019",20,Female,association_football,DI,90,"5,400","4,639.49",43.12,0,7,0,3.09,21.57,24,33,4.29,5.96,51.55,52.99,601.18
"47,019",20,Female,association_football,DI,90,"5,400","3,690.13",47.24,7.82,5,1,2.46,22.67,40,31,5.01,5.54,41,53.34,414.91
"47,019",20,Female,association_football,DI,90,"5,400","1,107.51",23.69,0,3,0,0.74,20.19,8,7,4.16,5.45,12.31,47.49,183.6
"47,019",20,Female,association_football,DI,90,"5,400","3,219.89",0,0,0,0,2.15,18.44,12,13,5.41,4.66,35.78,45.29,339.46
"47,019",20,Female,association_football,DI,110,"6,600","4,292.84",8.74,9.86,2,1,2.34,23.93,19,33,4.32,5.54,39.03,58.79,566.87
"47,019",20,Female,association_football,DI,100,"6,000","3,631.63",7.08,0,1,0,2.18,19.16,13,12,5.22,4.89,36.32,45.08,457.27
"47,019",20,Female,association_football,DI,105,"6,300","3,894.36",25.91,0,3,0,2.23,20.97,14,26,4.26,5.7,37.09,49.32,616.48
"47,019",20,Female,association_football,DI,70,"4,200","1,688.93",0,0,0,0,1.45,12.69,0,0,0,0,24.13,29.86,144.21
"47,019",20,Female,association_football,DI,100,"6,000","3,582.38",25.24,0,4,0,2.15,20.8,24,18,8.81,5.88,35.82,51.25,409.76
"47,019",20,Female,association_football,DI,104,"6,240","2,016.81",26.28,0,2,0,1.16,23.45,8,11,3.82,4.43,19.39,57.76,354.35
"47,019",20,Female,association_football,DI,120,"7,200","4,141.39",4.45,0,1,0,2.07,18.58,14,17,4.43,4.99,34.51,72.93,461.61
"47,019",20,Female,association_football,DI,105,"6,300","2,522.32",39.22,0,4,0,1.44,22.3,14,11,4.77,5.94,24.02,87.51,252.16
"47,019",20,Female,association_football,DI,110,"6,600","3,926.21",159.05,62.95,13,3,2.14,25.48,34,20,5.61,5.6,35.69,110.49,476.76
"47,019",20,Female,association_football,DI,100,"6,000","1,973",0,0,0,0,1.18,17.88,12,4,4.51,4.2,19.73,44.05,232.06
"47,019",20,Female,association_football,DI,78,"4,680","4,192.06",9.51,0,1,0,3.22,21.09,17,32,5.22,5.22,53.74,91.43,543.13
"47,019",20,Female,association_football,DI,75,"4,500",650.71,0,0,0,0,0.52,10.88,0,0,0,0,8.68,47.19,61.34
